"info"
"F.R. ""LES MYOSOTIS""_500014469_50110 TOURLAVILLE"
"PHARMACIE SAINTE GERMAINE - 310010145 - 31820 PIBRAC"
"ESAT LES ATELIERS DE LA MEE - 440003739 - 44110 CHATEAUBRIANT"
"PHARMACIE DE MALAY LE GRAND_890004757_89100 MALAY LE GRAND"
"FAMILLES RURALES - 330055260 - 33720 CERONS"
"EQUIPE DE PREVENTION MEDIAN BOURGOIN_380792564_38300 BOURGOIN JALLIEU"
"MAISON DE SANTÉ DU TOURNUGEOIS_710013905_71700 TOURNUS"
"CTRE FORMATION TRANSPORTS SANITAIRES_780019329_78490 LE TREMBLAY SUR MAULDRE"
"FOYER DE VIE - ADAPEI - 160012746 - 16700 RUFFEC"
"EHPAD LES ORCHIDEES - 590817375 - 59390 LANNOY"
"HEBERGEMENT INSERTION SEP L'ESCALE HIM - 250017092 - 25200 MONTBELIARD"
"PHARMACIE DE RIBRAY_790010789_79000 NIORT"
"EHPAD - RESIDENCE CYBELE - 860012079 - 86000 POITIERS"
"CG PHARMA - 630005783 - 63800 COURNON D AUVERGNE"
"CENTRE DE SANTE SIRCO CHATTE_380788877_38160 CHATTE"
"REUNILAB MARCHE FORAIN_970409926_97470 ST BENOIT"
"LBM BIOAXIOME BAGNOLS MALLET - 300016755 - 30200 BAGNOLS SUR CEZE"
"ITEP LE CANSEL SITE AURILLAC_150003069_15000 AURILLAC"
"EHPAD VIGNES AMIENS_800010589_80094 AMIENS CEDEX 3"
"IES-AUDITIFS LA DURANTIERE_440029890_44100 NANTES"
"IFSI DU CHI DE VILLENEUVE-ST-GEORGES_940006109_94195 VILLENEUVE S GEORGES CEDEX"
"IDV CLEMENT ADER_060799707_06300 NICE"
"SERV. SOINS INF. A DOM. - ADMR - 860784560 - 86062 POITIERS CEDEX 9"
"CAP DOMICILE_830019600_83500 LA SEYNE SUR MER"
"MAISON RELAIS LA CITE - 510022379 - 51200 EPERNAY"
"SELARL PHARMACIE DE LA TRANCHADE_750030223_75017 PARIS"
"PHARMACIE ULTSCH_550001135_55000 BAR LE DUC"
"HDJ - SECTEUR 78G07_780825220_78160 MARLY LE ROI"
"PHARMACIE BERNARD DEKENS_080009004_08320 VIREUX WALLERAND"
"IJA LES CHARMETTES_030780340_03400 YZEURE"
"MAISON RETRAITE JEAN MARTIN MOYE_880783444_88130 ESSEGNEY"
"CRP L'HERMINIER OISSEL ONAC_760780718_76350 OISSEL"
"SERV.AIDE MÉNAG.DOM._210008454_21150 GRESIGNY STE REINE"
"PHARMACIE CENTRALE_970465498_97450 ST LOUIS"
"FOYER D'HEBERGEMENT MARTIEL - 120785480 - 12200 MARTIEL"
"UTAS EVREUX CD27 - 270025497 - 27000 EVREUX"
"EHPAD ""SAINT FRANCOIS""-BARNEVILLE-CART_500003017_50270 BARNEVILLE CARTERET"
"EHPAD LA PROVIDENCE - 720004175 - 72220 ECOMMOY"
"CENTRE MEDICO-PSYCHOLOGIQUE_220014351_22100 DINAN"
"PHARM LEMAS BERTRAND - 910006436 - 91680 BRUYERES LE CHATEL"
"CLINIQUE CLAUDE BERNARD_950807982_95124 ERMONT CEDEX"
"CPMI BELLEVILLE_750061186_75020 PARIS"
"PHARMACIE DRELON CHRISTIAN - 620007542 - 62138 BILLY BERCLAU"
"ETABLISSEMENT THERMAL_640780029_64440 EAUX BONNES"
"PHARMACIE DE HUNDLING_570017442_57990 HUNDLING"
"MAS  DE SERVINS_620118018_62530 SERVINS"
"MARIE-GALANTE SERVICE - A. M. G. S._970107512_97112 GRAND BOURG"
"FOYER D'HEBERGEMENT DE LA SAULDRE_410005771_41200 ROMORANTIN LANTHENAY"
"CENTRE DE SECTEUR_440019214_44460 AVESSAC"
"PHARMACIE D'ALLENNES_590008900_59251 ALLENNES LES MARAIS"
"PHARMACIE DE LA POINTE BACCHUS_970110128_97170 PETIT BOURG"
"CHRS LA MAISON VERTE_780000055_78100 ST GERMAIN EN LAYE"
"TEMPO SCE D'ACCUEIL TEMPORAIRE DE JOUR_590037388_59420 MOUVAUX"
"PHARMACIE COUVREUR - 770008290 - 77100 MEAUX"
"ESAT IMO_770011278_77550 MOISSY CRAMAYEL"
"ANPAA 73_730000825_73300 ST JEAN DE MAURIENNE"
"EHPAD CYBÈLE FORT-MAHON-PLAGE - 800010597 - 80120 FORT MAHON PLAGE"
"CENTRE PMI LES TOULEUSES_950801936_95000 CERGY"
"SERVICE D'AIDE MENAGERE A DOMICILE_580003903_58450 NEUVY SUR LOIRE"
"EHPAD LES AMANDINES - 690802400 - 69005 LYON"
"EHPAD RESIDENCE DEGOMMIER - 910700715 - 91590 CERNY"
"EHPAD DU CENTRE HOSPITALIER DE LANGRES - 520782202 - 52200 LANGRES"
"PHARMACIE LEFEUVRE_140010604_14370 MOULT"
"FV APF LAON_020010112_02000 LAON"
"SERVICE D'AIDE MENAGERE_720014406_72000 LE MANS"
"SAVS MAROLLES LES BRAULTS_720006097_72260 MAROLLES LES BRAULTS"
"SERVICE D'AIDE MENAGERE_840011878_84160 CUCURON"
"CMP ADULTE TULLINS PAV. PARMENIE_380016428_38210 TULLINS"
"ANTENNE DE SMUR EU CH DIEPPE - 760026252 - 76260 EU"
"PHARMACIE VOLTAIRE - 690019716 - 69003 LYON"
"AIRE STATION NOMADES : DE FRANCONVILLE_950032441_95130 FRANCONVILLE LA GARENNE"
"PHARMACIE DRUON_590025920_59133 PHALEMPIN"
"LBM SELARL BIOSAGA SITE TAVERNY - 950031005 - 95150 TAVERNY"
"AIDE MENAGERE A DOMICILE_130793466_13450 GRANS"
"PHARMACIE DU SUD REVERMONT_390002061_39190 BEAUFORT"
"CENTRE DE PROTECTION INFANTILE_780060448_78000 VERSAILLES"
"CAMELIA_530005958_53000 LAVAL"
"CENTRE SOCIOCULTUREL DE THIONVILLE EST_570008888_57100 THIONVILLE"
"I.T.E.P.  MONTBERNIER_380014183_38300 BOURGOIN JALLIEU"
"UNITE D'ACCUEIL D'URGENCE STERENN - 290032135 - 29820 GUILERS"
"FAM DE SAINT GIRONS_090002767_09200 ST GIRONS"
"PHARM DE LA MALADRERIE_780012340_78300 POISSY"
"ASSOCIATION D'AIDE FAMILIALE POPULAIRE_690806781_69003 LYON"
"SSEFIS  ALBERT CAMUS - 910018175 - 91300 MASSY"
"LGT FOYER COMMUNAL CONCORDE_920711926_92600 ASNIERES SUR SEINE"
"EHPAD LES VOLUBILIS AOSTE_380019331_38490 AOSTE"
"CADA ENTRAIDE PIERRE VALDO_420006348_42009 ST ETIENNE CEDEX 2"
"FOYER DE SUITE LE VAL D'ENRAUD_870000585_87170 ISLE"
"PHARMACIE  DU  DELTA_330052697_33470 LE TEICH"
"RESIDENCE SERVICE ""LE ROCHE DE MIDI""_070006481_07560 MONTPEZAT SOUS BAUZON"
"CENTRE SOINS INFIRMIERS ACTION SANTÉ - 140000803 - 14460 COLOMBELLES"
"SCM DR BONNIER CHAPAS ROBIN - 070784863 - 07100 ANNONAY"
"CENTRE MEDICO SOCIAL - 870001062 - 87210 LE DORAT"
"CENTRE RÉGIONAL BASSE VISION_630011211_63038 CLERMONT FERRAND CEDEX 1"
"CSAPA OPPELIA SAINT-QUENTIN - 020006292 - 02100 ST QUENTIN"
"PHARMACIE DE LA SORNE_390003291_39570 MACORNAY"
"DEPARTEMENT DE VENDEE - 850004029 - 85000 LA ROCHE SUR YON"
"SERV.AIDE.MÉNAG.DOM : JOYEAU ERIC - 950036491 - 95330 DOMONT"
"SA LA RENCONTRE SAH - 780825766 - 78150 LE CHESNAY"
"SELARL DE L'AQUEDUC_260012521_26190 ST NAZAIRE EN ROYANS"
"FOYER D'HEBERGEMENT LOUIS AUTISSIER_720011030_72120 ST CALAIS"
"SELARL PHARMACIE PFLIEGER_130014715_13011 MARSEILLE"
"RESIDENCE SOCIALE_750047011_75019 PARIS"
"RESIDENCE EDILYS_220013627_22000 ST BRIEUC"
"ESAT ""LE BELLAIE"" - MESNIL CLINCHAMPS_140017740_14380 MESNIL CLINCHAMPS"
"PHARMACIE DE L'ETOILE_670010883_67000 STRASBOURG"
"CADA ATHERBEA - 640007928 - 64100 BAYONNE"
"LBM CBM TOULOUSE FERMAT ST-ETIENNE_310024856_31000 TOULOUSE"
"SERV. SOINS INF. A DOM (MUT 16)_160004545_16800 SOYAUX"
"SELARL PHARMACIE CHARLOTTE POUILLOT - 100003094 - 10120 ST ANDRE LES VERGERS"
"EHPAD DELANTE_720002153_72110 NOGENT LE BERNARD"
"ATELIER PROTEGE A C S C_930816566_93300 AUBERVILLIERS"
"EHPAD RESIDENCE LE GOLF_590783635_59290 WASQUEHAL"
"FAM LES EAUX VIVES IS SUR TILLE_210005658_21120 IS SUR TILLE"
"GCS NEUROCHIRURGIE - ÉTAB SIÈGE_590052858_59322 VALENCIENNES CEDEX"
"MDR EHPAD LA BATIE CHU GRENOBLE_380784595_38330 ST ISMIER"
"HOP DE JOUR CMP CATTP PIERRE THALBOT_560016339_56700 HENNEBONT"
"CONSULTATIONS DE PMI LA MONAQUE_130793094_13300 SALON DE PROVENCE"
"CPEF CD60 GRANDVILLIERS_600012389_60210 GRANDVILLIERS"
"FOYER CLUB RESTAUR. FORÊT DE CARNELLE_950032953_95260 BEAUMONT SUR OISE"
"APANAL - 390006443 - 39000 LONS LE SAUNIER"
"CENTRE DE PMI PASTEUR_060787454_06000 NICE"
"RESIDENCE SOCIALE FRANKENTAL_920023793_92700 COLOMBES"
"PHARMACIE COTTIN JACQUES_010005205_01280 PREVESSIN MOENS"
"FOYER-RESTAURANT J. MOUNIER_130796337_13500 MARTIGUES"
"LBM GUEVALT SITE VIGNON_750049504_75009 PARIS"
"PHARMACIE LAFFLY - 010005353 - 01000 ST DENIS LES BOURG"
"RESIDENCE ACCUEIL FOCH_560026114_56100 LORIENT"
"AMBULANCES ALZONNE AMBULANCE_110006483_11170 ALZONNE"
"CHRU BREST SITE HOPITAL CAVALE BLANCHE_290004324_29609 BREST CEDEX 2"
"SSIAD D'ORANGE_840006738_84100 ORANGE"
"SELAS PHARMACIE DU LYCEE DE L'EST_060017647_06000 NICE"
"CENTRE EXPLORATIONS CARDIO VASCULAIRE - 300784691 - 30100 ALES"
"PHARMACIE DU CENTRE - 500010509 - 50300 AVRANCHES"
"USLD LA MAISON DU DR OBERKIRCH - 670793603 - 67606 SELESTAT CEDEX"
"PHIE BREUIL-LE-VERT_600007173_60600 BREUIL LE VERT"
"EHPAD MAISON SAINT JEAN_400785812_40990 ST VINCENT DE PAUL"
"HJ ENFANTS COUBLEVIE_380784728_38500 COUBLEVIE"
"LBM SELAS BIO LAM LCD SITE VINCENT AUR_750051823_75013 PARIS"
"CHRS LA SOUSTO_840002349_84000 AVIGNON"
"RESIDENCE SOCIALE NOEL_510006075_51100 REIMS"
"SAFEP ST BRIEUC_220015739_22000 ST BRIEUC"
"RESIDENCE LA MAISON DE FANNIE_130781453_13785 AUBAGNE CEDEX"
"CLINIQUE BOUCHARD_130783327_13006 MARSEILLE"
"CABINET DENTAIRE_310793773_31520 RAMONVILLE ST AGNE"
"PHARMACIE HUNOUT ANNIE_770008431_77350 LE MEE SUR SEINE"
"MAISON RELAIS L'OUSTAOU DE JANE_130041130_13013 MARSEILLE"
"ANTENNE DU SSIAD DE MERCOEUR - 190009969 - 19220 ST PRIVAT"
"SAVS SAINT JOSEPH_330031279_33800 BORDEAUX"
"FJT MARCEL CALLO_780826434_78000 VERSAILLES"
"S.A.V.S. (ARPEDA ST PIERRE) - 970406872 - 97410 ST PIERRE"
"CTRE PLANIF FAM CH RODEZ_120783238_12000 RODEZ"
"PHARMACIE CLEMENT_830009650_83110 SANARY SUR MER"
"MAISON RELAIS DES DEUX RIVES_410008072_41350 ST GERVAIS LA FORET"
"RESIDENCE VICTOR PRIOUT - CAEN_140004748_14000 CAEN"
"SSIAD DE VILLEREAL_470008988_47210 VILLEREAL"
"PHARMACIE BAILLY - 130038144 - 13440 CABANNES"
"S.A.M. LA REOLE - 330800699 - 33190 LA REOLE"
"CDJ L'EHPAD LA CHANTERELLE_930013479_93310 LE PRE ST GERVAIS"
"SESSAD DES GOELETTES_380007088_38300 BOURGOIN JALLIEU"
"SELARL PHARMACIE PHILIPPE AUGUSTE - 750019713 - 75011 PARIS"
"FAS RÉSIDENCE TUILERIES-MUSAU_670004001_67100 STRASBOURG"
"PHARMACIE MEYZENC -SALAGOITY_640007746_64100 BAYONNE"
"SERV SOUTIEN ACCOMPAG ENFANT- FAMILLE_510019318_51800 STE MENEHOULD"
"S.A.M.A.D. CAZERES/ADOUR_400781985_40270 CAZERES SUR L ADOUR"
"FAM DE BRIVES CHARENSAC - 430006569 - 43700 BRIVES CHARENSAC"
"IME DE TREVIDY_290000702_29610 PLOUIGNEAU"
"SSIAD DE ST NAZAIRE - 440013167 - 44600 ST NAZAIRE"
"LBM CERBALLIANCE PROVENCE SITE AURIOL - 130040025 - 13390 AURIOL"
"SELARL PHARMACIE GAMBETTA_280003823_28300 MAINVILLIERS"
"LBM ANDEBIO - TASSIGNY ANGERS_490017316_49000 ANGERS"
"EHPAD PIE DE MAR - 300781200 - 30170 ST HIPPOLYTE DU FORT"
"SPAD TOUT POUR LA FAMILLE - 340016997 - 34200 SETE"
"LBM BIOESTEREL SITE OREGIONI - 060024379 - 06000 NICE"
"IME JB MESSAGER_530000199_53022 LAVAL CEDEX 9"
"SERV. AIDE MENAGERE A DOMICILE - 560012478 - 56360 BANGOR"
"CMS YERVILLE CD76_760807156_76760 YERVILLE"
"LGT FOYER LES PRECHEURS_750804064_75001 PARIS"
"CTRE BASSE VISION ET TROUBLES AUDITION_490007549_49100 ANGERS"
"EESTS SITE DE LILLE_590797403_59000 LILLE"
"IEM DU CLOS CHAUVEAU_210010906_21000 DIJON"
"FOYER RESIDENCE SAINT MICHEL_500013479_50410 PERCY"
"PHARMACIE SAINT ELOI_120003330_12000 RODEZ"
"LYCEE PROFESSIONNEL ROBERT BURON_530007228_53013 LAVAL CEDEX"
"SAAD DE BELLE-ISLE-EN TERRE_220020465_22810 BELLE ISLE EN TERRE"
"ETS MEDICO SOCIAL - 620105833 - 62185 FRETHUN"
"EFS PAYS DE LA LOIRE LE MANS_720005792_72018 LE MANS CEDEX 2"
"CATTP VEYNES_050007269_05400 VEYNES"
"LBM SELAS BIO LAM LCD SITE VAUVENARGUE - 750055188 - 75018 PARIS"
"F.A.M. MAURIENNE_730007309_73130 ST MARTIN SUR LA CHAMBRE"
"I.R.E.I.S. DE HAUTE-SAVOIE_740003629_74002 ANNECY CEDEX"
"S.E.L.AR.L. PHARMACIE BILLANT_560019044_56890 MEUCON"
"MAS DE SAINT JEANNET_060021243_06640 ST JEANNET"
"SELAS PHARMACIE PORTE DE PARIS - 930014337 - 93200 ST DENIS"
"S.AIDE A DOMICILE (EFOR-ESPACE) PACE_350041893_35740 PACE"
"HOPITAL LOCAL BELNAY  TOURNUS_710978180_71700 TOURNUS"
"PHARMACIE DES LIONS_690019906_69004 LYON"
"I.M.E SAINT CAMILLE - 540000718 - 54840 VELAINE EN HAYE"
"EA APHGAP SAINT-QUENTIN-LA-MOTTE_800003311_80880 ST QUENTIN LA MOTTE"
"SERVICE D'AIDE MENAGERE A DOMICILE_690026695_69390 MILLERY"
"SERVICE D'AIDE MENAGERE A DOMICILE_290026822_29370 ELLIANT"
"MAISON DE REPOS LE COLOMBIER - 340780253 - 34240 LAMALOU LES BAINS"
"SSIAD ASSOCIATION DOMICILE SANTE_330793985_33170 GRADIGNAN"
"PHARMACIE GRANDJEAN_390003911_39160 ST AMOUR"
"SERV. PREST. AIDE A DOM. (CCAS) - 170021752 - 17460 THENAC"
"PHARMACIE DU CENTRE - 950007823 - 95460 EZANVILLE"
"LOGEMENT FOYER CCAS LA MAILLERAYE_760801977_76940 LA MAILLERAYE SUR SEINE"
"SELARL PELLETIER-ORBLIN PAGE_770006542_77320 LA FERTE GAUCHER"
"CMP - CATTP_730010907_73000 CHAMBERY"
"EHPAD BELLEVUE DE GLANE_870002128_87200 ST JUNIEN"
"ESAT LES PERSEDES_070786256_07170 LAVILLEDIEU"
"IME AGIR ET VIVRE L'AUTISME_750047045_75019 PARIS"
"SERVICE D'AIDE MENAGERE_120785621_12000 RODEZ"
"ESAT EPHESE LIESSE-NOTRE-DAME - 020004644 - 02350 LIESSE NOTRE DAME"
"ASSOCIATION MAHRA LE TOIT - 620028894 - 62500 ST OMER"
"PHARMACIE NIKAIA_060017142_06000 NICE"
"CONSULTATION SPECIALISEE_780809760_78300 POISSY"
"SSIAD PA MRP - 660790353 - 66170 MILLAS"
"PHARMACIE DU GRAND PONT_420005340_42800 RIVE DE GIER"
"FJT MASSE-TREVIDY ANTENNE PLONEOUR_290035393_29720 PLONEOUR LANVERN"
"PHARMACIE DI BATTISTA_330044793_33880 CAMBES"
"CENTRE DE SANTE DENTIFREE_900003906_90400 MEROUX"
"GCS-MOYENS CITE SANITAIRE NAZAIRIENNE_440050110_44600 ST NAZAIRE"
"LBM SEL BIO PARIS OUEST SITE BOULOGNE - 920027679 - 92100 BOULOGNE BILLANCOURT"
"IMPRO DU RIED SITE HUTTENHEIM_670780840_67230 HUTTENHEIM"
"SESSAD ETAPES CHAMPAGNOLE_390784981_39300 CHAMPAGNOLE"
"CENTRE DE RESSOURCES AUTISME - 510016439 - 51092 REIMS CEDEX"
"CENTRE ACCUEIL TEMPS PARTIEL_370005696_37000 TOURS"
"SNC SOUTY-TRAN CHAU_930006903_93350 LE BOURGET"
"CENTRE LONG SEJOUR - CH REDON - 350031613 - 35603 REDON CEDEX"
"SPASAD ACSAD COULONGES SUR L'AUTIZE - 790006621 - 79160 COULONGES SUR L AUTIZE"
"PHARM PHAM_940005333_94140 ALFORTVILLE"
"EPHAD RESIDENCE SAINT BENOIT_920003571_92100 BOULOGNE BILLANCOURT"
"MARPA RESIDENCE SOURIRE D'AUTOMNE_850009085_85700 LA MEILLERAIE TILLAY"
"RESIDENCE LA COUTURE_720019090_72140 ST REMY DE SILLE"
"LBM SELAS BIO LAB SITE CRETEIL_940022486_94000 CRETEIL"
"PHARMACIE DES PERCHES - 630003432 - 63118 CEBAZAT"
"SERVICE AIDE À DOMICILE  CIAS    EYMET - 240015792 - 24500 EYMET"
"PHARMACIE ANNA SCHOEN_680009685_68200 MULHOUSE"
"SAMSAH OXYGENE ANNEMASSE_740013404_74100 ANNEMASSE"
"PHARM BEDIN_910009836_91160 LONGJUMEAU"
"SARL PHARMACIE DES SCIENCES_770004877_77500 CHELLES"
"FOYER HEBERG VIRIEU-LE-PETIT_010784197_01260 VIRIEU LE PETIT"
"RÉSIDENCE GEORGES SEURAT - 100007251 - 10000 TROYES"
"SERVICE AIDE  DOMICILE_450013586_45000 ORLEANS"
"PHARMACIE DRONAI - 750014342 - 75007 PARIS"
"PHIE AZÉMA CHRISTINE CHAUNY_020003141_02300 CHAUNY"
"AIDE MENAGERE A DOMICILE_930810452_93120 LA COURNEUVE"
"SSIAD-PA ARCADE_130041221_13006 MARSEILLE"
"EHPAD DE WATTRELOS - 590804266 - 59393 WATTRELOS CEDEX"
"SERV. D.P.F. CHATEAU-ARNOUX_040004582_04160 CHATEAU ARNOUX ST AUBAN"
"CONSULTATIONS DE NOURRISSONS_350009924_35560 ANTRAIN"
"LBM PARC MONCEAU SITE COURBEVOIE_920027406_92400 COURBEVOIE"
"INSTITUTION ANJORRANT_440001121_44000 NANTES"
"LA PHARMACIE DU CENTRE - 780011763 - 78230 LE PECQ"
"LF CCAS CREIL SOMASCO_600105399_60100 CREIL"
"LBM GRAVANCHES_630011500_63000 CLERMONT FERRAND"
"PHARMACIE LAINE CLAUDE & ISABELLE_010003101_01000 BOURG EN BRESSE"
"CDS BTP ROBERT POMMIER_750011066_75012 PARIS"
"LOGEMENTS ACCOMPAGNES DE VERTOU_440051860_44121 VERTOU CEDEX"
"SPAD DOMIDOM SERVICES_340016294_34000 MONTPELLIER"
"SELARL PHARMACIE DU HAUT BUECH - 050002914 - 05140 ASPRES SUR BUECH"
"FOYER L'ABRI_590058384_59000 LILLE"
"PHARMACIE LE TROADEC_370003121_37160 LA CELLE ST AVANT"
"SAJ ESTHI ST M.D'HERES_380801183_38404 ST MARTIN D HERES CEDEX"
"MAISON DE SANTÉ DU COUCHOIS_710014192_71490 COUCHES"
"SELARL PHARMACIE DELALANDE-LE DANTEC - 750019630 - 75011 PARIS"
"PHARMACIE DE LA RUE HERGE_160004552_16000 ANGOULEME"
"FOYER D'ACCUEIL MEDICALISE_780001533_78373 PLAISIR CEDEX"
"CSI CSF ROUEN_760782573_76000 ROUEN"
"SAVS DE L'ADAPT - 750056111 - 75018 PARIS"
"PHARMACIE GIRARD CLAUDON_700002397_70130 NOIDANS LE FERROUX"
"GRANDE PHARMACIE DE LA PLAINE - 690022223 - 69008 LYON"
"CONSULT.PROTECTION INF.SENS_890974421_89100 SENS"
"CTRE MEDICO-CHIR. BAIE MORLAIX_290023431_29600 MORLAIX"
"SERVICE D AIDE MENAGERE_530004720_53700 VILLAINES LA JUHEL"
"LBM UNIBIO TOURNON_070006408_07300 TOURNON SUR RHONE"
"EHPAD FONDATION DENIS LEMETTE_590010179_59172 ROEULX"
"CMP CONDE/NOIREAU (14G06) - CH VIRE_140018870_14110 CONDE SUR NOIREAU"
"SERV. AIDE MENAGERE CCAS - 170009286 - 17220 STE SOULLE"
"C. H. R. S. ""LE RELAIS""_180005282_18000 BOURGES"
"LBM SELAS BIO PATH SITE AUBERVILLIERS_930023809_93300 AUBERVILLIERS"
"SELAS PHARMACIE BEX_840014500_84130 LE PONTET"
"SSIAD CHAMPAGNOLE_390006534_39300 CHAMPAGNOLE"
"SAVS - ASS EMMANUELLE - 170018733 - 17340 CHATELAILLON PLAGE"
"STTISF AM/AAFP_740011879_74960 MEYTHET"
"LBM DE VICHY - 030006993 - 03200 VICHY"
"ESAT GRAND ANSE_970405858_97429 PETITE ILE"
"EPSL-EHPAD LA PEPINIERE_320782782_32500 FLEURANCE"
"LBM DU DIACONAT_680020815_68000 COLMAR"
"RÉSIDENCE D'HEBERGEMENT  ""AIR""_880789284_88800 VITTEL"
"EHPAD MAISONNÉE BOISVALLON_630010676_63122 CEYRAT"
"PHARMACIE LORRAINE ""BRAUN PHILIPPE""_570012195_57412 ACHEN"
"CMP ENFANTS JEAN-JAURÈS CH DENAIN_590806089_59220 DENAIN"
"PHARMACIE DUSSAUD DESSALES - 300009040 - 30500 ST AMBROIX"
"LBM GENERAL LECLERC SITE BOULOGNE_920027398_92100 BOULOGNE BILLANCOURT"
"LGT FOYER CHARLES DE FOUCAULD_950806521_95350 ST BRICE SOUS FORET"
"APPART THERAPEUTIQUE RENNES_350044145_35000 RENNES"
"SAD MPJ DOM - 620029348 - 62100 CALAIS"
"EHPAD RESIDENCE LES CYGNES_410000517_41270 DROUE"
"EHPAD CH SENS BATIMENT ST JEAN - 890000425 - 89106 SENS CEDEX"
"PHARM DU VIEUX PONT - 910005883 - 91800 BOUSSY ST ANTOINE"
"CDS LE 190_750046484_75020 PARIS"
"SESSAD CLAIREJOIE_030006068_03000 MOULINS"
"FOYER-LOGEMENT ""NILVANGE 1""_570005405_57240 NILVANGE"
"LBM BIOPONANT SITE BOHARS BREST_290032945_29200 BREST"
"CMP ENFTS ADULTES EST EVRON - 530004498 - 53600 EVRON"
"FOYER D'ACCUEIL MÉDICALISÉ - 590008405 - 59270 BAILLEUL"
"CHRS ATELIER DES ORMEAUX - 040004269 - 04100 MANOSQUE"
"ACCUEIL DE JOUR LE PARC - 690011358 - 69006 LYON"
"SAD SMAD ADHAP SERVICES_590056420_59100 ROUBAIX"
"PHARMACIE DU VIEUX MARCHE_760021584_76000 ROUEN"
"CMP SAINT-OUEN - 930001458 - 93400 ST OUEN"
"ASSOCIATION A.D.M.R. DE CORCIEUX_880005905_88430 CORCIEUX"
"PHARMACIE DE PARCE - 720010628 - 72300 PARCE SUR SARTHE"
"SESSAD POLYHAND DE L'APF_2A0003497_20090 AJACCIO"
"FOYER DE VIE DE KEROZAL_290005115_29670 TAULE"
"ASSAD - VIMOUTIERS_610785263_61120 VIMOUTIERS"
"CTRE.CIRCONS.SAN.SOC : GOUSSAINVILLE_950032219_95190 GOUSSAINVILLE"
"LBM SYLAB BORT LES ORGUES_190011908_19110 BORT LES ORGUES"
"SAEE SUD_690023288_69230 ST GENIS LAVAL"
"EHPAD - RESIDENCE LE GRAND CHENE_790003560_79330 ST VARENT"
"S.S.I.A.D. NEVERS CROIX ROUGE - 580002319 - 58000 NEVERS"
"CENTRE D'ACCUEIL - EQUEURDREVILLE-HAIN - 500020540 - 50120 EQUEURDREVILLE HAINNEVILLE"
"AQUI - PRESTATIONS_470010778_47500 FUMEL"
"PHARMACIE DE SAINT FORT_170014625_17240 ST FORT SUR GIRONDE"
"LBM SELARL LBC SITE EAUBONNE_950030056_95600 EAUBONNE"
